age,education-num,sex,capital-gain,hours-per-week,salary
43,9, Male,0,45, <=50K
37,10, Male,0,40, <=50K
21,8, Male,0,25, <=50K
52,14, Male,0,70, >50K
34,11, Male,0,32, >50K
28,11, Female,0,40, <=50K
34,9, Male,0,40, <=50K
29,9, Male,0,40, >50K
39,9, Male,0,65, <=50K
49,7, Female,0,35, <=50K
35,10, Male,0,50, >50K
31,10, Female,0,20, <=50K
18,10, Male,0,30, <=50K
47,9, Male,4386,40, >50K
46,9, Male,5013,50, <=50K
43,13, Male,0,40, >50K
51,9, Male,4386,40, >50K
21,10, Female,0,40, <=50K
18,10, Male,0,40, <=50K
31,13, Female,0,35, >50K
39,9, Male,0,40, >50K
58,7, Male,0,48, <=50K
36,14, Female,0,40, <=50K
38,9, Female,0,40, <=50K
31,13, Female,0,35, >50K
19,7, Male,0,40, <=50K
38,11, Female,0,36, <=50K
26,11, Female,0,60, <=50K
38,12, Female,0,16, <=50K
36,10, Male,0,45, <=50K
40,9, Male,0,45, >50K
25,13, Male,0,40, <=50K
41,13, Female,0,25, >50K
33,9, Male,0,45, <=50K
63,9, Male,0,16, <=50K
51,9, Male,0,40, <=50K
34,9, Male,0,40, <=50K
33,11, Male,0,40, <=50K
25,6, Male,0,45, <=50K
30,9, Male,0,66, <=50K
19,10, Male,0,25, <=50K
47,9, Female,0,40, >50K
26,13, Female,0,40, <=50K
21,10, Female,0,14, <=50K
36,9, Male,0,60, >50K
60,6, Male,0,40, <=50K
28,9, Male,0,40, <=50K
19,9, Female,0,14, <=50K
42,13, Male,0,90, <=50K
36,9, Female,0,36, <=50K
35,9, Female,0,38, <=50K
22,10, Female,0,25, <=50K
54,9, Male,0,40, >50K
36,13, Male,0,45, <=50K
55,9, Male,0,65, <=50K
57,14, Male,0,40, <=50K
56,4, Male,0,36, <=50K
24,9, Male,0,50, <=50K
35,13, Male,0,40, >50K
51,7, Male,0,40, <=50K
34,9, Male,0,44, <=50K
36,12, Female,0,42, <=50K
51,5, Female,0,40, <=50K
46,16, Male,0,60, >50K
42,9, Female,5455,50, <=50K
25,13, Female,0,40, <=50K
22,9, Male,0,50, <=50K
37,9, Male,0,40, <=50K
48,13, Male,0,40, >50K
61,13, Male,15024,50, >50K
40,8, Male,0,40, <=50K
58,9, Female,0,20, >50K
52,9, Male,0,20, <=50K
18,7, Male,0,20, <=50K
27,6, Male,0,40, <=50K
48,10, Male,5013,45, <=50K
63,5, Male,0,16, <=50K
38,9, Male,0,60, <=50K
31,10, Male,0,40, <=50K
40,10, Male,0,60, <=50K
41,9, Male,0,40, <=50K
28,13, Female,2174,40, <=50K
31,15, Male,14084,50, >50K
32,11, Male,0,55, >50K
30,9, Male,0,72, <=50K
39,9, Male,0,40, <=50K
28,13, Male,0,50, <=50K
31,9, Female,0,35, <=50K
21,10, Male,0,20, <=50K
33,9, Female,0,40, <=50K
44,14, Male,0,40, >50K
22,10, Male,0,25, <=50K
42,9, Male,0,40, <=50K
36,12, Male,0,35, <=50K
39,14, Male,0,40, <=50K
61,10, Male,0,40, <=50K
31,9, Male,0,40, <=50K
21,10, Female,0,25, <=50K
39,10, Male,2829,90, <=50K
34,9, Male,0,80, <=50K
21,10, Male,0,15, <=50K
75,13, Male,0,48, >50K
21,10, Male,0,24, <=50K
81,10, Male,0,15, <=50K
54,9, Male,0,40, <=50K
34,13, Male,0,65, <=50K
54,15, Male,99999,50, >50K
41,9, Male,0,45, <=50K
61,13, Female,0,40, <=50K
63,9, Male,2580,20, <=50K
24,10, Male,0,40, <=50K
20,9, Female,0,40, <=50K
44,13, Female,0,60, <=50K
47,13, Male,0,40, >50K
31,10, Male,0,40, <=50K
41,4, Male,0,40, <=50K
53,9, Male,0,60, <=50K
63,9, Female,3471,40, <=50K
44,14, Male,0,45, >50K
37,9, Male,0,46, >50K
28,10, Male,0,50, >50K
71,10, Male,0,10, <=50K
57,9, Female,0,40, <=50K
22,10, Male,0,10, <=50K
33,13, Male,0,45, >50K
30,10, Female,0,55, <=50K
20,9, Male,0,40, <=50K
28,13, Female,0,45, <=50K
54,7, Female,0,10, <=50K
20,9, Male,0,35, <=50K
34,9, Male,0,40, <=50K
21,10, Male,0,40, <=50K
29,10, Female,0,40, <=50K
51,10, Female,0,40, <=50K
39,9, Female,0,70, <=50K
19,10, Female,0,38, <=50K
22,9, Male,0,40, <=50K
59,10, Female,0,38, <=50K
18,7, Male,0,13, <=50K
22,9, Male,0,20, <=50K
42,10, Male,0,40, >50K
39,12, Male,0,40, <=50K
31,13, Male,0,40, >50K
28,7, Female,0,40, <=50K
22,13, Female,0,7, <=50K
67,14, Female,0,40, <=50K
17,7, Female,0,25, <=50K
47,12, Male,0,40, >50K
23,13, Female,0,5, <=50K
20,9, Female,0,40, <=50K
22,9, Female,0,40, <=50K
47,4, Male,0,40, <=50K
49,10, Female,0,40, >50K
64,10, Male,0,20, <=50K
35,10, Female,0,40, <=50K
52,10, Female,0,40, <=50K
29,9, Female,0,40, <=50K
73,6, Female,0,40, <=50K
38,9, Male,0,50, >50K
59,9, Male,0,52, >50K
35,10, Male,4064,35, <=50K
18,10, Female,0,15, <=50K
24,9, Female,0,40, <=50K
33,13, Male,0,50, <=50K
40,10, Female,0,55, <=50K
55,9, Female,0,40, <=50K
44,9, Male,0,40, <=50K
40,13, Female,0,60, <=50K
22,9, Male,0,40, <=50K
55,10, Female,0,40, >50K
45,9, Female,0,26, <=50K
47,13, Female,0,50, >50K
56,9, Male,0,40, <=50K
44,9, Male,0,40, <=50K
32,10, Male,0,38, <=50K
17,6, Male,0,20, <=50K
44,10, Male,0,50, <=50K
32,12, Male,0,80, <=50K
35,13, Male,0,60, >50K
27,9, Male,0,40, <=50K
32,9, Male,0,50, <=50K
68,7, Male,0,70, <=50K
20,10, Female,0,20, <=50K
33,10, Female,0,40, <=50K
24,5, Male,0,12, <=50K
48,9, Male,0,45, <=50K
45,14, Female,0,50, <=50K
48,10, Female,0,40, <=50K
28,14, Male,0,45, >50K
60,10, Male,0,35, >50K
39,14, Female,0,40, <=50K
23,10, Male,0,30, <=50K
23,8, Male,0,40, <=50K
36,10, Female,0,40, <=50K
25,13, Female,0,40, <=50K
52,9, Male,0,40, <=50K
35,9, Male,0,40, <=50K
41,9, Male,0,40, <=50K
45,13, Female,0,42, >50K
37,14, Male,0,40, >50K
58,11, Female,0,40, <=50K
67,9, Female,0,2, <=50K
48,9, Female,0,8, <=50K
63,9, Male,0,48, <=50K
24,10, Male,0,72, >50K
43,10, Male,0,40, >50K
36,9, Male,0,60, <=50K
32,9, Male,0,72, <=50K
36,10, Male,0,40, <=50K
43,10, Female,0,50, <=50K
27,9, Female,0,40, <=50K
17,7, Male,0,12, <=50K
45,13, Female,0,46, <=50K
41,9, Male,0,40, <=50K
41,9, Male,0,38, <=50K
18,9, Female,0,35, <=50K
48,12, Female,0,40, <=50K
51,11, Male,0,50, >50K
26,10, Female,0,24, <=50K
54,1, Male,0,60, <=50K
22,10, Female,0,48, <=50K
19,9, Male,0,35, <=50K
47,4, Male,0,40, <=50K
32,9, Female,0,20, <=50K
46,13, Male,15024,60, >50K
30,13, Female,0,40, >50K
35,14, Male,0,40, <=50K
52,11, Male,5013,40, <=50K
73,8, Male,0,18, <=50K
17,6, Male,0,10, <=50K
32,13, Female,0,32, <=50K
43,14, Male,0,40, >50K
19,9, Male,0,40, <=50K
26,9, Female,0,40, <=50K
41,14, Male,0,40, >50K
49,12, Male,15024,60, >50K
52,10, Male,0,40, <=50K
35,9, Female,0,32, <=50K
57,7, Male,0,52, <=50K
35,11, Female,0,44, <=50K
33,13, Male,0,40, <=50K
56,4, Male,0,40, <=50K
42,13, Male,0,60, <=50K
17,10, Male,0,20, <=50K
49,9, Female,0,35, <=50K
39,15, Male,0,45, >50K
34,10, Female,0,50, <=50K
37,10, Male,0,40, <=50K
22,8, Male,0,35, <=50K
27,11, Male,0,40, <=50K
21,10, Female,0,25, <=50K
59,10, Male,0,40, <=50K
44,13, Male,3103,40, >50K
53,6, Male,0,99, <=50K
26,7, Male,0,40, <=50K
48,13, Male,0,45, >50K
39,13, Male,0,70, <=50K
34,9, Female,0,32, <=50K
54,13, Male,0,38, <=50K
36,9, Male,7298,50, >50K
60,9, Male,5013,40, <=50K
50,9, Male,0,40, >50K
48,13, Male,0,45, <=50K
35,10, Female,0,40, <=50K
40,12, Female,0,50, <=50K
30,13, Male,0,70, <=50K
65,10, Male,6514,40, >50K
31,9, Male,0,60, <=50K
46,12, Male,0,40, <=50K
67,5, Female,2050,40, <=50K
62,11, Male,0,50, <=50K
38,13, Female,0,40, <=50K
24,13, Female,0,30, <=50K
24,10, Female,0,50, <=50K
27,13, Female,0,48, <=50K
43,12, Female,0,30, <=50K
48,9, Female,0,40, <=50K
41,9, Male,0,40, <=50K
30,10, Female,0,45, <=50K
38,13, Male,0,40, >50K
45,15, Male,0,40, >50K
45,13, Male,0,40, <=50K
55,10, Female,0,38, <=50K
46,4, Male,0,75, <=50K
24,13, Male,0,40, <=50K
31,10, Female,0,25, <=50K
35,9, Male,0,35, <=50K
37,10, Female,0,40, <=50K
29,10, Male,0,45, <=50K
56,13, Male,0,50, >50K
60,9, Male,0,40, >50K
25,13, Male,0,60, <=50K
33,6, Male,0,40, <=50K
44,9, Female,0,40, <=50K
21,9, Male,0,40, <=50K
21,9, Male,0,40, <=50K
46,14, Male,0,40, >50K
44,10, Male,0,50, >50K
63,13, Female,0,40, <=50K
44,9, Female,0,30, <=50K
31,10, Male,0,45, <=50K
26,10, Male,0,42, <=50K
37,9, Male,0,50, <=50K
60,10, Female,0,40, >50K
33,13, Male,0,45, <=50K
38,13, Male,0,40, <=50K
26,11, Female,0,35, <=50K
46,11, Female,0,63, <=50K
24,9, Female,0,35, <=50K
47,14, Male,0,35, >50K
27,10, Female,0,30, <=50K
46,10, Male,0,40, <=50K
47,12, Male,0,40, >50K
47,9, Male,0,40, <=50K
69,9, Male,2538,40, <=50K
32,9, Male,7298,40, >50K
51,9, Male,0,40, <=50K
36,9, Male,0,40, >50K
50,14, Female,0,40, <=50K
29,16, Male,0,60, <=50K
32,15, Male,3908,40, <=50K
27,6, Male,0,75, <=50K
60,4, Female,0,35, <=50K
31,9, Male,0,40, <=50K
46,12, Male,0,40, <=50K
40,9, Female,0,40, <=50K
39,10, Male,0,52, >50K
69,4, Male,0,55, <=50K
54,13, Male,0,40, >50K
56,9, Female,0,40, <=50K
47,10, Female,0,40, <=50K
25,12, Female,0,45, <=50K
34,9, Male,0,60, <=50K
24,4, Male,0,50, <=50K
63,10, Male,10566,45, <=50K
29,14, Male,0,50, <=50K
64,10, Male,0,40, <=50K
44,13, Male,0,40, <=50K
26,9, Male,0,60, <=50K
36,6, Female,0,40, <=50K
55,13, Male,7688,38, >50K
37,9, Female,0,40, >50K
37,6, Male,0,65, <=50K
63,13, Female,7688,36, >50K
33,9, Male,0,60, <=50K
19,10, Female,0,10, <=50K
57,14, Female,0,40, >50K
31,12, Male,4386,45, >50K
20,10, Female,0,30, <=50K
58,9, Male,7298,40, >50K
20,10, Female,0,20, <=50K
25,10, Male,0,40, <=50K
40,9, Female,0,40, <=50K
18,7, Male,1055,20, <=50K
26,9, Male,0,40, <=50K
29,16, Male,0,50, >50K
45,13, Male,0,40, <=50K
35,10, Female,0,38, <=50K
32,10, Male,0,45, <=50K
61,9, Female,0,40, <=50K
26,13, Male,0,15, <=50K
56,9, Male,3103,40, >50K
22,10, Female,0,39, <=50K
49,13, Male,0,48, <=50K
40,9, Female,0,12, <=50K
37,9, Male,0,40, <=50K
23,13, Male,0,50, <=50K
28,13, Male,0,60, >50K
27,9, Male,0,40, <=50K
34,11, Female,0,40, <=50K
49,5, Male,0,45, <=50K
41,10, Male,0,40, <=50K
28,13, Male,0,21, <=50K
38,10, Male,0,55, >50K
47,12, Male,0,40, <=50K
28,9, Male,0,40, <=50K
44,14, Male,7688,50, >50K
41,13, Male,0,40, <=50K
50,15, Male,0,36, >50K
73,9, Male,0,24, <=50K
21,10, Male,0,40, <=50K
38,9, Female,0,40, <=50K
64,14, Male,0,2, <=50K
47,10, Female,0,40, <=50K
52,10, Male,15024,60, >50K
24,13, Male,0,45, <=50K
44,13, Male,0,40, >50K
27,4, Male,0,40, <=50K
61,10, Male,0,60, >50K
58,13, Male,15024,40, >50K
51,13, Female,0,43, >50K
49,10, Female,0,55, <=50K
23,10, Male,0,20, <=50K
19,11, Female,0,40, <=50K
21,9, Male,0,53, <=50K
56,7, Female,0,40, <=50K
35,8, Male,0,40, <=50K
37,10, Female,0,20, <=50K
41,16, Female,0,50, >50K
30,7, Male,0,40, <=50K
35,16, Female,0,20, <=50K
47,10, Male,0,40, <=50K
59,6, Female,0,50, >50K
55,7, Male,0,32, <=50K
22,11, Male,0,20, <=50K
31,6, Female,0,40, <=50K
30,14, Male,4386,40, >50K
24,13, Male,0,48, <=50K
49,10, Male,0,40, <=50K
23,4, Male,0,25, <=50K
50,9, Female,0,35, <=50K
38,13, Male,0,40, <=50K
20,10, Female,0,20, <=50K
49,10, Male,0,50, >50K
45,9, Female,0,50, <=50K
46,13, Male,0,50, >50K
19,9, Female,0,30, <=50K
31,13, Female,0,40, <=50K
38,9, Female,0,40, <=50K
56,14, Male,0,50, >50K
24,13, Male,0,40, <=50K
58,9, Male,0,50, <=50K
28,9, Male,0,40, <=50K
22,9, Male,0,40, <=50K
46,9, Male,0,40, <=50K
30,1, Male,0,40, <=50K
56,13, Male,0,45, >50K
32,9, Male,0,40, <=50K
56,9, Male,0,44, >50K
50,10, Male,0,40, <=50K
28,9, Female,0,30, <=50K
30,13, Female,0,40, <=50K
24,9, Male,0,40, <=50K
42,11, Female,0,40, <=50K
31,9, Male,0,40, >50K
18,7, Female,0,20, <=50K
46,6, Female,0,25, <=50K
31,13, Female,0,65, >50K
38,13, Female,7688,40, >50K
44,14, Male,0,40, >50K
55,13, Male,0,50, >50K
19,9, Male,0,20, <=50K
45,14, Female,0,40, >50K
50,10, Male,0,70, <=50K
53,5, Male,0,40, <=50K
41,13, Male,99999,65, >50K
45,10, Female,0,40, <=50K
21,6, Female,0,39, <=50K
37,13, Female,0,40, >50K
42,9, Female,0,40, <=50K
37,9, Male,0,30, <=50K
46,13, Male,0,40, <=50K
45,11, Male,0,60, <=50K
32,10, Female,0,20, <=50K
30,15, Male,0,50, <=50K
57,13, Male,0,80, >50K
37,9, Female,0,56, <=50K
18,10, Female,0,40, <=50K
32,10, Male,0,40, >50K
43,13, Male,0,40, >50K
46,14, Female,6497,50, <=50K
36,9, Female,0,28, <=50K
33,14, Female,0,40, <=50K
48,9, Female,0,40, <=50K
34,9, Female,0,40, <=50K
34,10, Male,0,50, >50K
33,9, Male,0,40, <=50K
36,13, Female,0,60, <=50K
23,9, Male,0,55, <=50K
39,9, Male,0,40, <=50K
22,12, Female,0,25, <=50K
19,9, Male,0,20, <=50K
47,9, Male,7298,45, >50K
46,11, Male,0,50, <=50K
47,14, Female,0,6, <=50K
47,16, Male,0,35, >50K
52,10, Female,0,40, <=50K
38,5, Male,0,40, <=50K
58,9, Male,0,40, >50K
32,3, Male,0,40, <=50K
54,11, Female,0,10, <=50K
20,10, Male,0,25, <=50K
25,12, Male,0,48, <=50K
25,5, Male,0,15, <=50K
36,13, Male,0,44, <=50K
69,9, Male,0,30, <=50K
28,13, Female,0,45, >50K
20,10, Female,0,20, <=50K
21,4, Male,0,40, <=50K
37,13, Male,0,40, >50K
21,9, Male,0,32, <=50K
25,12, Male,0,13, <=50K
39,9, Female,0,40, <=50K
34,11, Male,0,40, >50K
33,9, Male,0,40, <=50K
47,9, Male,0,50, >50K
29,11, Female,0,40, <=50K
48,9, Male,0,89, <=50K
42,16, Male,0,60, >50K
29,7, Female,0,40, <=50K
34,9, Male,0,40, <=50K
20,10, Male,0,25, <=50K
41,14, Male,0,40, >50K
45,10, Male,0,50, <=50K
22,11, Male,0,40, <=50K
23,9, Male,0,44, <=50K
19,10, Female,0,38, <=50K
24,10, Male,0,40, <=50K
20,10, Male,0,30, <=50K
32,9, Male,0,40, <=50K
52,14, Male,15020,50, >50K
36,9, Male,0,60, >50K
18,6, Male,0,30, <=50K
27,9, Female,0,40, <=50K
26,10, Male,0,60, <=50K
52,12, Female,0,32, <=50K
24,10, Male,0,40, <=50K
42,9, Male,0,40, <=50K
39,15, Female,7688,60, >50K
20,10, Female,0,35, <=50K
20,10, Female,0,10, <=50K
39,9, Male,0,40, <=50K
68,7, Male,0,30, <=50K
35,9, Female,0,48, <=50K
54,13, Male,0,40, <=50K
24,13, Male,0,40, <=50K
24,13, Female,0,8, <=50K
20,10, Female,0,15, <=50K
64,1, Male,0,40, <=50K
28,13, Female,0,35, <=50K
36,9, Male,0,47, <=50K
44,9, Male,0,60, <=50K
38,10, Male,0,55, >50K
22,9, Female,0,60, <=50K
56,9, Male,0,40, <=50K
24,13, Male,0,45, <=50K
24,10, Female,0,75, <=50K
22,12, Female,0,40, <=50K
21,10, Female,0,30, <=50K
42,13, Male,0,40, >50K
41,14, Female,0,55, <=50K
19,9, Female,34095,20, <=50K
67,10, Male,0,44, <=50K
20,10, Female,0,30, <=50K
32,9, Male,0,40, <=50K
46,9, Female,0,40, <=50K
52,9, Female,0,36, <=50K
44,13, Male,0,40, <=50K
65,7, Male,0,40, <=50K
37,13, Male,0,40, >50K
27,10, Male,0,50, <=50K
35,9, Female,0,35, <=50K
30,9, Female,0,45, <=50K
64,9, Male,3137,40, <=50K
48,9, Female,0,37, >50K
35,4, Female,0,40, <=50K
28,13, Male,0,45, <=50K
63,13, Male,0,32, >50K
40,15, Male,0,55, >50K
33,10, Male,0,40, <=50K
40,10, Male,0,50, >50K
25,4, Male,0,45, <=50K
45,13, Male,0,38, >50K
30,10, Male,0,40, >50K
53,10, Female,0,40, <=50K
63,9, Male,2105,40, <=50K
27,10, Male,0,60, <=50K
31,7, Male,0,40, <=50K
33,9, Male,0,60, <=50K
39,13, Male,0,40, >50K
42,10, Male,0,45, >50K
19,9, Male,0,30, <=50K
31,13, Male,0,40, <=50K
53,9, Male,0,40, <=50K
47,10, Male,0,20, <=50K
27,16, Female,0,40, <=50K
22,9, Female,0,40, <=50K
29,9, Female,0,40, >50K
52,9, Female,0,40, <=50K
32,11, Male,0,46, <=50K
23,9, Male,0,40, <=50K
27,10, Male,0,20, <=50K
53,9, Female,0,40, <=50K
18,9, Male,0,20, <=50K
41,13, Female,0,30, <=50K
27,9, Female,0,40, <=50K
30,10, Male,0,40, <=50K
41,9, Female,0,40, <=50K
21,10, Female,0,30, <=50K
58,9, Female,0,40, <=50K
45,13, Female,0,40, <=50K
40,6, Male,0,40, <=50K
21,10, Female,0,40, <=50K
29,13, Female,0,40, <=50K
50,11, Female,0,40, <=50K
26,9, Male,0,40, <=50K
23,9, Female,0,40, <=50K
27,13, Male,0,40, <=50K
36,13, Female,0,40, <=50K
22,9, Male,0,40, <=50K
37,10, Male,0,40, <=50K
54,13, Male,0,40, <=50K
36,9, Male,0,50, <=50K
44,11, Male,0,40, <=50K
38,10, Male,0,40, >50K
49,10, Female,0,40, <=50K
18,7, Male,0,12, <=50K
26,13, Male,0,48, <=50K
48,13, Male,0,45, >50K
32,7, Female,0,40, <=50K
35,9, Male,0,40, <=50K
40,9, Female,0,45, <=50K
40,9, Male,3411,40, <=50K
42,15, Male,0,72, >50K
30,9, Male,0,40, <=50K
19,10, Female,0,20, <=50K
36,12, Male,0,60, >50K
31,9, Female,0,40, <=50K
50,12, Male,0,60, <=50K
38,9, Male,0,40, <=50K
35,10, Male,0,50, >50K
45,13, Male,0,40, >50K
29,6, Female,0,40, <=50K
41,10, Male,0,46, >50K
33,15, Female,0,50, >50K
49,10, Female,0,60, <=50K
28,10, Male,0,40, >50K
49,13, Male,15024,40, >50K
27,9, Female,0,40, <=50K
47,9, Male,2885,32, <=50K
42,16, Female,0,40, >50K
30,9, Male,0,60, <=50K
37,9, Male,0,40, <=50K
37,16, Female,0,35, <=50K
51,9, Female,0,38, <=50K
27,9, Male,0,40, <=50K
53,9, Female,0,40, <=50K
45,9, Male,0,40, <=50K
37,13, Male,0,45, <=50K
40,13, Female,0,40, <=50K
54,14, Male,0,40, >50K
47,9, Male,0,42, >50K
35,9, Male,0,40, >50K
33,9, Male,0,40, <=50K
28,10, Male,0,40, <=50K
39,13, Female,0,55, >50K
25,9, Male,0,40, <=50K
33,13, Male,0,40, <=50K
34,7, Female,0,40, <=50K
53,9, Male,0,40, >50K
21,12, Male,0,35, <=50K
31,16, Male,7298,55, >50K
63,9, Male,0,45, <=50K
21,10, Male,0,30, <=50K
59,9, Male,0,40, >50K
50,2, Female,0,40, <=50K
66,9, Female,0,20, <=50K
19,9, Male,0,30, <=50K
31,13, Male,0,45, <=50K
23,13, Female,0,40, <=50K
45,11, Female,0,40, >50K
35,13, Male,0,40, <=50K
32,13, Male,0,40, <=50K
20,4, Female,0,60, <=50K
38,9, Male,0,40, >50K
49,9, Female,0,8, <=50K
64,9, Female,0,40, <=50K
60,7, Male,0,20, <=50K
25,13, Female,0,50, <=50K
21,9, Male,0,35, <=50K
26,9, Female,0,15, <=50K
23,10, Male,0,20, <=50K
67,14, Male,0,48, >50K
24,9, Female,0,30, <=50K
46,2, Female,0,40, <=50K
38,16, Male,0,40, <=50K
20,4, Male,0,40, <=50K
28,10, Female,0,40, <=50K
26,13, Male,0,48, <=50K
58,9, Male,0,40, <=50K
31,10, Male,0,40, <=50K
37,12, Male,0,38, <=50K
53,16, Male,0,40, >50K
45,4, Female,0,35, <=50K
33,9, Female,0,50, <=50K
33,14, Male,0,40, <=50K
35,9, Male,0,25, <=50K
60,9, Male,0,40, <=50K
21,10, Female,0,20, <=50K
38,6, Male,0,45, <=50K
40,11, Female,0,40, <=50K
40,10, Female,0,40, >50K
44,15, Male,0,70, >50K
27,10, Male,0,60, <=50K
34,10, Male,0,55, >50K
20,10, Male,0,25, <=50K
49,10, Male,0,40, <=50K
37,10, Male,0,50, >50K
52,6, Male,0,30, >50K
46,10, Male,0,40, <=50K
20,10, Female,0,40, <=50K
43,9, Male,0,40, <=50K
46,13, Female,99999,40, >50K
25,10, Female,0,15, <=50K
48,13, Male,0,40, <=50K
36,10, Male,0,55, <=50K
37,9, Male,14344,40, >50K
18,10, Male,0,60, <=50K
42,14, Male,0,50, >50K
60,12, Male,0,24, <=50K
37,10, Male,0,55, >50K
44,12, Male,0,40, <=50K
32,6, Male,0,40, <=50K
29,13, Female,0,40, <=50K
42,14, Male,0,35, >50K
17,7, Male,0,12, <=50K
41,8, Female,0,10, <=50K
34,10, Female,0,40, >50K
56,6, Female,0,32, <=50K
28,10, Male,0,40, <=50K
28,7, Male,0,40, <=50K
19,4, Male,0,25, <=50K
49,10, Male,0,40, >50K
36,10, Female,0,50, <=50K
25,10, Male,0,35, <=50K
42,13, Male,0,40, <=50K
47,15, Male,0,50, >50K
26,10, Male,0,40, <=50K
35,10, Male,0,58, <=50K
37,9, Male,0,45, <=50K
39,9, Male,4650,48, <=50K
42,9, Male,0,35, >50K
41,10, Female,0,36, >50K
23,10, Female,0,24, <=50K
31,9, Male,0,40, <=50K
36,10, Male,0,57, >50K
20,10, Female,0,25, <=50K
36,10, Male,0,45, <=50K
50,9, Male,0,50, >50K
37,9, Male,0,40, <=50K
25,13, Male,27828,50, >50K
39,10, Female,0,60, <=50K
32,9, Female,0,40, <=50K
59,10, Female,0,35, <=50K
29,13, Male,3411,45, <=50K
50,9, Male,0,40, <=50K
42,11, Male,0,37, <=50K
32,10, Male,0,40, <=50K
48,12, Male,0,40, >50K
20,9, Male,3781,35, <=50K
50,6, Male,0,45, <=50K
18,10, Male,0,30, <=50K
60,14, Male,0,50, <=50K
60,10, Male,0,40, <=50K
42,14, Male,0,22, <=50K
49,9, Female,0,35, <=50K
35,10, Female,0,40, <=50K
30,12, Male,0,60, <=50K
59,10, Male,0,40, >50K
24,9, Male,13550,50, >50K
55,12, Female,0,40, <=50K
19,9, Female,0,20, <=50K
39,9, Male,0,40, <=50K
48,10, Female,0,40, <=50K
44,13, Male,7688,40, >50K
21,10, Male,0,30, <=50K
23,13, Male,0,40, <=50K
22,10, Male,0,30, <=50K
55,14, Male,0,55, >50K
19,10, Female,0,40, <=50K
23,10, Male,0,25, <=50K
46,9, Male,15024,44, >50K
23,13, Female,0,23, <=50K
47,14, Male,15024,50, >50K
23,10, Female,0,15, <=50K
42,10, Male,0,40, >50K
22,13, Female,0,10, <=50K
18,9, Male,0,20, <=50K
37,13, Male,0,50, >50K
34,5, Male,0,50, <=50K
30,12, Female,0,40, <=50K
62,10, Female,0,50, <=50K
51,10, Male,0,40, <=50K
34,9, Male,0,30, <=50K
28,14, Male,0,40, <=50K
56,6, Male,0,40, <=50K
46,9, Female,0,30, <=50K
46,10, Male,0,45, >50K
23,10, Female,0,40, <=50K
33,13, Female,0,30, <=50K
27,9, Male,0,40, <=50K
21,10, Female,0,20, <=50K
18,9, Male,0,60, <=50K
36,3, Male,7298,40, >50K
37,13, Female,0,36, <=50K
39,7, Male,0,40, <=50K
36,9, Male,7298,60, >50K
24,12, Male,2354,40, <=50K
26,12, Female,0,40, <=50K
37,9, Female,0,60, <=50K
34,9, Male,0,50, <=50K
33,9, Female,0,40, <=50K
33,9, Male,0,30, <=50K
20,9, Female,0,8, <=50K
26,10, Female,0,38, <=50K
47,9, Female,0,20, >50K
17,7, Female,0,20, <=50K
53,11, Male,0,40, <=50K
31,10, Female,0,35, <=50K
34,7, Male,0,40, <=50K
23,3, Male,0,40, <=50K
39,13, Male,0,45, >50K
22,9, Female,0,40, <=50K
21,10, Female,0,20, <=50K
40,9, Female,0,35, <=50K
54,14, Male,7298,40, >50K
32,13, Male,0,40, <=50K
29,9, Female,2635,40, <=50K
68,10, Female,0,40, <=50K
27,13, Male,0,45, >50K
54,10, Male,0,40, >50K
23,9, Female,0,40, <=50K
38,14, Male,0,48, >50K
54,9, Female,0,35, <=50K
21,10, Male,0,40, <=50K
40,11, Male,0,42, <=50K
19,6, Female,0,40, <=50K
21,9, Male,0,60, <=50K
35,13, Female,0,40, <=50K
39,10, Female,2174,45, <=50K
38,9, Male,0,40, <=50K
41,8, Male,0,40, >50K
26,10, Female,0,40, <=50K
35,9, Female,0,45, <=50K
70,10, Male,0,25, <=50K
45,6, Male,0,40, <=50K
83,9, Male,0,55, <=50K
59,9, Female,0,40, <=50K
18,5, Male,0,15, <=50K
31,9, Male,0,40, <=50K
43,14, Female,0,45, >50K
24,13, Female,0,40, <=50K
33,11, Male,0,50, <=50K
48,14, Female,0,52, <=50K
27,13, Male,0,40, <=50K
41,9, Male,0,40, <=50K
25,9, Female,0,25, <=50K
53,9, Male,0,40, >50K
66,15, Male,0,50, <=50K
31,10, Male,0,40, >50K
30,13, Male,0,40, <=50K
22,9, Male,0,40, <=50K
47,13, Male,15024,60, >50K
74,9, Male,0,40, >50K
37,10, Male,0,70, >50K
35,10, Male,4101,60, <=50K
51,13, Male,0,70, <=50K
40,10, Female,0,40, <=50K
51,16, Male,0,40, >50K
26,6, Female,0,40, <=50K
53,12, Female,0,40, <=50K
32,9, Male,3781,40, <=50K
29,10, Male,0,40, <=50K
42,9, Male,0,40, <=50K
22,10, Male,0,32, <=50K
62,9, Male,0,24, <=50K
33,9, Female,0,40, <=50K
21,9, Male,0,20, <=50K
46,13, Male,0,45, >50K
25,7, Male,0,40, <=50K
29,3, Male,0,40, <=50K
29,13, Male,0,48, <=50K
33,16, Male,99999,60, >50K
50,12, Male,0,40, <=50K
22,9, Female,0,40, <=50K
40,9, Male,0,40, <=50K
28,9, Male,0,45, <=50K
54,9, Male,0,40, <=50K
29,9, Male,0,40, <=50K
49,9, Female,0,40, <=50K
46,7, Female,0,27, <=50K
